,area_type,total_sqft,bath,balcony,price,bhk
9182,Super built-up  Area,1165.0,2.0,2.0,64.08,2.0
9183,Super built-up  Area,1081.5,2.0,0.0,38.665,2.0
9184,Super built-up  Area,1787.0,3.0,2.0,107.0,3.0
9188,Super built-up  Area,1797.0,4.0,1.0,95.0,3.0
9189,Super built-up  Area,1205.0,2.0,2.0,58.0,2.0
9190,Super built-up  Area,1095.0,2.0,2.0,55.85,2.0
9191,Built-up  Area,1560.0,2.0,2.0,98.0,3.0
9192,Super built-up  Area,1200.0,2.0,1.0,68.0,2.0
9194,Super built-up  Area,1450.0,3.0,2.0,65.0,3.0
9196,Super built-up  Area,1935.0,4.0,2.0,122.0,3.0
9198,Super built-up  Area,1816.0,3.0,1.0,119.0,3.0
9200,Super built-up  Area,2065.5,4.0,0.0,91.915,4.0
9201,Super built-up  Area,1220.0,2.0,2.0,63.0,2.0
9203,Super built-up  Area,980.0,2.0,1.0,86.0,2.0
9206,Super built-up  Area,1424.0,2.0,3.0,80.0,2.0
9207,Built-up  Area,1297.0,2.0,1.0,49.9,2.0
9209,Super built-up  Area,1290.0,2.0,1.0,89.9,2.0
9210,Super built-up  Area,1720.0,2.0,1.0,130.0,3.0
9212,Plot  Area,2320.0,2.0,0.0,160.0,3.0
9213,Super built-up  Area,1237.0,3.0,2.0,78.0,3.0
9214,Super built-up  Area,1720.0,3.0,3.0,98.97,3.0
9215,Built-up  Area,1224.0,2.0,2.0,45.0,2.0
9216,Super built-up  Area,1780.0,3.0,2.0,107.0,3.0
9218,Super built-up  Area,1800.0,3.0,2.0,93.0,3.0
9219,Super built-up  Area,1139.0,2.0,2.0,56.5,2.0
9222,Plot  Area,1150.0,1.0,0.0,52.0,1.0
9223,Super built-up  Area,1330.0,2.0,2.0,51.83,3.0
9225,Super built-up  Area,965.0,2.0,1.0,38.0,2.0
9226,Super built-up  Area,1600.0,3.0,2.0,95.0,3.0
9230,Plot  Area,1840.0,1.0,0.0,95.0,2.0
9231,Super built-up  Area,1223.0,3.0,2.0,39.14,3.0
9232,Super built-up  Area,1170.0,2.0,2.0,44.0,2.0
9234,Super built-up  Area,950.0,2.0,2.0,35.0,2.0
9236,Super built-up  Area,865.0,2.0,1.0,40.0,2.0
9237,Plot  Area,2400.0,4.0,2.0,89.0,4.0
9238,Built-up  Area,1169.0,2.0,2.0,75.0,2.0
9241,Super built-up  Area,1683.0,3.0,1.0,110.0,3.0
9242,Super built-up  Area,1250.0,2.0,2.0,44.0,3.0
9244,Plot  Area,1200.0,2.0,1.0,140.0,4.0
9245,Carpet  Area,1234.6,3.0,1.0,104.0,3.0
9246,Super built-up  Area,492.0,1.0,1.0,40.0,1.0
9247,Built-up  Area,600.0,1.0,0.0,27.0,2.0
9248,Super built-up  Area,1902.0,3.0,2.0,89.0,3.0
9250,Super built-up  Area,1639.0,3.0,1.0,77.89,3.0
9251,Super built-up  Area,1214.0,2.0,3.0,67.0,2.0
9252,Built-up  Area,565.0,2.0,1.0,15.0,2.0
9254,Super built-up  Area,1386.0,2.0,2.0,85.0,2.0
9255,Super built-up  Area,1535.0,3.0,3.0,60.0,3.0
9258,Built-up  Area,1655.0,3.0,3.0,90.0,3.0
9260,Super built-up  Area,1610.0,3.0,3.0,68.0,3.0
9261,Plot  Area,2200.0,4.0,2.0,130.0,4.0
9263,Super built-up  Area,1105.0,2.0,1.0,80.0,2.0
9264,Plot  Area,753.0,3.0,3.0,59.5,2.0
9265,Super built-up  Area,1655.0,3.0,1.0,108.0,3.0
9267,Super built-up  Area,770.0,2.0,2.0,30.0,2.0
9268,Super built-up  Area,1210.0,2.0,1.0,69.0,2.0
9269,Super built-up  Area,965.0,2.0,2.0,37.15,2.0
9270,Super built-up  Area,700.0,1.0,1.0,41.0,2.0
9271,Super built-up  Area,1740.0,3.0,2.0,95.0,3.0
9272,Built-up  Area,1310.0,2.0,1.0,37.84,3.0
9273,Super built-up  Area,1763.25,3.0,3.0,98.0,3.0
9276,Super built-up  Area,1450.0,2.0,2.0,55.0,3.0
9277,Super built-up  Area,1836.0,3.0,2.0,148.0,3.0
9278,Super built-up  Area,1160.0,2.0,2.0,75.0,2.0
9279,Super built-up  Area,1153.0,2.0,1.0,43.0,2.0
9280,Super built-up  Area,1285.0,2.0,2.0,55.0,2.0
9283,Super built-up  Area,1257.0,2.0,1.0,105.0,2.0
9284,Plot  Area,1200.0,3.0,1.0,56.72,3.0
9285,Carpet  Area,583.0,1.0,0.0,28.275,1.0
9286,Super built-up  Area,1240.0,2.0,1.0,79.0,3.0
9287,Super built-up  Area,1294.0,2.0,2.0,52.0,3.0
9288,Super built-up  Area,1095.0,2.0,1.0,45.0,2.0
9291,Super built-up  Area,1314.0,2.0,2.0,60.0,2.0
9292,Super built-up  Area,1900.0,2.0,1.0,120.0,3.0
9293,Super built-up  Area,1040.0,2.0,2.0,36.84,2.0
9296,Super built-up  Area,1325.0,2.0,1.0,47.0,3.0
9298,Super built-up  Area,1129.0,2.0,1.0,44.0,2.0
9299,Super built-up  Area,790.5,1.0,0.0,42.295,1.0
9300,Built-up  Area,1075.0,2.0,0.0,52.0,2.0
9301,Super built-up  Area,1108.0,2.0,1.0,48.0,2.0
9302,Built-up  Area,810.0,2.0,1.0,25.5,2.0
9303,Super built-up  Area,1155.0,2.0,1.0,65.0,2.0
9306,Super built-up  Area,1550.0,2.0,2.0,98.0,3.0
9308,Super built-up  Area,1452.0,3.0,3.0,54.2,3.0
9309,Super built-up  Area,1141.0,2.0,2.0,54.0,2.0
9311,Super built-up  Area,1500.0,3.0,3.0,67.49,3.0
9312,Super built-up  Area,456.0,1.0,1.0,15.0,1.0
9313,Plot  Area,1200.0,4.0,1.0,125.0,4.0
9315,Built-up  Area,760.0,2.0,2.0,37.49,2.0
9317,Built-up  Area,800.0,2.0,2.0,32.0,2.0
9318,Super built-up  Area,1180.0,2.0,1.0,71.22,2.0
9319,Carpet  Area,775.0,2.0,2.0,29.5,2.0
9321,Super built-up  Area,1060.0,2.0,1.0,42.5,2.0
9323,Super built-up  Area,1420.0,2.0,1.0,75.0,3.0
9326,Super built-up  Area,1111.0,2.0,1.0,49.43,2.0
9328,Super built-up  Area,1200.0,2.0,2.0,42.0,2.0
9329,Super built-up  Area,1247.0,2.0,1.0,47.39,2.0
9330,Super built-up  Area,1050.0,2.0,1.0,77.47,2.0
9331,Super built-up  Area,1550.0,3.0,1.0,85.0,3.0
9332,Super built-up  Area,1270.0,2.0,1.0,80.0,2.0
9333,Super built-up  Area,1012.0,2.0,1.0,65.0,2.0
9334,Super built-up  Area,970.0,2.0,2.0,34.0,2.0
9335,Super built-up  Area,933.0,2.0,1.0,55.0,2.0
9336,Plot  Area,1200.0,3.0,2.0,76.13,3.0
9337,Super built-up  Area,1148.0,2.0,2.0,69.0,2.0
9338,Super built-up  Area,1463.0,2.0,1.0,61.45,3.0
9339,Super built-up  Area,1719.0,3.0,2.0,110.0,3.0
9340,Super built-up  Area,1350.0,2.0,1.0,88.0,2.0
9341,Built-up  Area,1250.0,2.0,2.0,47.0,3.0
9344,Built-up  Area,1200.0,2.0,1.0,75.0,2.0
9345,Built-up  Area,1030.0,2.0,2.0,44.0,2.0
9346,Super built-up  Area,1420.0,3.0,3.0,70.0,3.0
9348,Super built-up  Area,1703.0,3.0,2.0,126.0,3.0
9350,Super built-up  Area,1210.0,2.0,1.0,50.0,2.0
9352,Super built-up  Area,1398.0,3.0,0.0,51.0,3.0
9353,Super built-up  Area,1335.0,2.0,3.0,110.0,2.0
9356,Super built-up  Area,1213.0,2.0,1.0,36.37,3.0
9357,Super built-up  Area,1240.0,2.0,2.0,42.04,2.0
9358,Super built-up  Area,1076.0,2.0,1.0,78.0,2.0
9359,Built-up  Area,1320.0,2.0,3.0,90.0,2.0
9360,Super built-up  Area,1216.0,2.0,1.0,80.0,2.0
9361,Super built-up  Area,1100.0,2.0,2.0,42.0,2.0
9362,Super built-up  Area,1183.0,2.0,1.0,77.3,2.0
9363,Super built-up  Area,656.0,1.0,1.0,38.77,1.0
9364,Super built-up  Area,534.0,1.0,1.0,19.65,1.0
9365,Super built-up  Area,1285.0,2.0,2.0,45.0,3.0
9366,Super built-up  Area,2087.01,4.0,2.0,135.0,3.0
9367,Built-up  Area,1161.0,2.0,1.0,59.0,2.0
9368,Built-up  Area,1306.0,2.0,3.0,65.0,2.0
9370,Built-up  Area,1504.0,3.0,2.0,67.0,3.0
9371,Super built-up  Area,645.0,1.0,1.0,39.0,1.0
9372,Plot  Area,1230.0,2.0,0.0,68.0,2.0
9374,Super built-up  Area,1000.0,1.0,0.0,14.0,1.0
9375,Super built-up  Area,1260.0,2.0,1.0,62.0,2.0
9376,Built-up  Area,1817.0,3.0,3.0,102.0,3.0
9378,Super built-up  Area,1180.0,2.0,3.0,124.0,2.0
9379,Built-up  Area,1050.0,2.0,2.0,55.0,2.0
9381,Built-up  Area,2110.0,4.0,3.0,120.0,3.0
9382,Built-up  Area,500.0,1.0,1.0,17.5,1.0
9383,Super built-up  Area,1930.0,3.0,3.0,75.0,3.0
9385,Super built-up  Area,1505.0,3.0,2.0,64.0,3.0
9387,Super built-up  Area,890.0,2.0,1.0,27.0,2.0
9389,Super built-up  Area,849.0,2.0,2.0,25.4,2.0
9390,Plot  Area,1555.0,3.0,1.0,100.0,3.0
9392,Carpet  Area,1057.0,2.0,2.0,30.0,2.0
9393,Super built-up  Area,1680.0,3.0,2.0,122.0,3.0
9394,Built-up  Area,799.0,2.0,1.0,35.0,2.0
9395,Built-up  Area,1450.0,2.0,1.0,75.0,3.0
9397,Super built-up  Area,1135.0,2.0,1.0,56.74,2.0
9398,Super built-up  Area,2020.0,3.0,2.0,160.0,3.0
9400,Super built-up  Area,1730.0,3.0,2.0,72.6,3.0
9401,Built-up  Area,1950.0,3.0,2.0,125.0,3.0
9402,Super built-up  Area,1077.0,2.0,1.0,34.46,2.0
9403,Super built-up  Area,1706.0,3.0,2.0,115.0,3.0
9405,Super built-up  Area,1093.0,2.0,1.0,37.0,2.0
9407,Super built-up  Area,1340.0,2.0,1.0,101.0,2.0
9408,Super built-up  Area,984.0,2.0,1.0,59.0,2.0
9411,Super built-up  Area,1155.0,2.0,2.0,39.0,2.0
9412,Super built-up  Area,700.0,1.0,0.0,35.0,1.0
9414,Super built-up  Area,1385.0,2.0,1.0,69.25,3.0
9416,Super built-up  Area,1335.0,2.0,3.0,73.43,3.0
9417,Super built-up  Area,1015.0,2.0,1.0,60.0,2.0
9420,Super built-up  Area,1180.0,2.0,1.0,105.0,2.0
9421,Super built-up  Area,1445.0,2.0,1.0,83.0,3.0
9422,Super built-up  Area,1500.0,2.0,2.0,65.0,2.0
9424,Super built-up  Area,1085.0,2.0,1.0,46.5,2.0
9427,Built-up  Area,1330.0,2.0,1.0,49.0,3.0
9428,Plot  Area,845.0,2.0,1.0,45.82,2.0
9430,Super built-up  Area,1303.0,2.0,2.0,80.0,2.0
9431,Super built-up  Area,1560.0,2.0,2.0,125.0,3.0
9433,Super built-up  Area,1290.0,3.0,2.0,45.33,3.0
9434,Super built-up  Area,1237.5,2.0,0.0,49.49,2.0
9435,Super built-up  Area,1780.0,3.0,2.0,88.0,3.0
9436,Super built-up  Area,1636.0,3.0,2.0,83.0,3.0
9438,Built-up  Area,1332.0,2.0,2.0,101.0,2.0
9440,Built-up  Area,1012.0,2.0,2.0,59.0,2.0
9441,Super built-up  Area,1192.0,2.0,2.0,53.5,2.0
9443,Super built-up  Area,1213.0,2.0,2.0,48.0,2.0
9444,Super built-up  Area,1489.0,3.0,2.0,88.0,3.0
9446,Super built-up  Area,1140.0,2.0,2.0,28.5,2.0
9447,Super built-up  Area,1200.0,2.0,1.0,55.08,3.0
9448,Super built-up  Area,1200.0,2.0,1.0,36.0,2.0
9450,Super built-up  Area,1650.0,3.0,1.0,94.0,3.0
9451,Plot  Area,1245.0,2.0,1.0,120.0,2.0
9452,Super built-up  Area,1224.0,2.0,2.0,67.0,2.0
9453,Super built-up  Area,1235.0,2.0,2.0,52.76,2.0
9455,Built-up  Area,1342.0,2.0,2.0,75.0,3.0
9457,Built-up  Area,1800.0,2.0,2.0,80.0,2.0
9460,Super built-up  Area,1130.0,2.0,1.0,46.33,2.0
9461,Built-up  Area,1186.0,2.0,3.0,72.0,2.0
9462,Super built-up  Area,1295.0,2.0,1.0,64.0,2.0
9464,Super built-up  Area,905.0,2.0,1.0,65.0,2.0
9466,Super built-up  Area,1165.0,2.0,1.0,40.0,2.0
9467,Super built-up  Area,1328.0,2.0,2.0,107.0,2.0
9468,Super built-up  Area,1485.0,2.0,3.0,110.0,3.0
9469,Super built-up  Area,1475.0,2.0,3.0,59.0,3.0
9470,Super built-up  Area,1175.0,2.0,2.0,35.0,2.0
9475,Super built-up  Area,1395.0,2.0,2.0,63.0,3.0
9476,Super built-up  Area,711.0,1.0,0.0,42.65,1.0
9477,Super built-up  Area,630.0,1.0,1.0,40.5,1.0
9478,Super built-up  Area,2400.0,4.0,1.0,88.0,4.0
9481,Super built-up  Area,1100.0,2.0,2.0,49.5,2.0
9484,Built-up  Area,1160.0,2.0,1.0,33.51,2.0
9485,Super built-up  Area,1180.0,2.0,2.0,55.0,2.0
9486,Super built-up  Area,1441.0,2.0,1.0,95.0,3.0
9488,Super built-up  Area,1825.0,3.0,2.0,145.0,3.0
9489,Carpet  Area,1489.0,2.0,0.0,101.0,2.0
9491,Super built-up  Area,1278.0,3.0,2.0,62.71,3.0
9493,Super built-up  Area,1065.0,2.0,1.0,50.92,2.0
9494,Super built-up  Area,1190.0,2.0,1.0,64.0,2.0
9495,Super built-up  Area,1130.0,2.0,2.0,63.0,2.0
9496,Super built-up  Area,1430.0,2.0,2.0,87.8,2.0
9497,Built-up  Area,1900.0,3.0,1.0,90.0,4.0
9498,Super built-up  Area,1104.0,2.0,1.0,34.22,2.0
9499,Super built-up  Area,1240.0,2.0,2.0,45.88,2.0
9500,Built-up  Area,1140.0,2.0,2.0,62.0,2.0
9504,Super built-up  Area,1700.0,3.0,3.0,105.0,3.0
9506,Super built-up  Area,1600.0,2.0,1.0,90.0,3.0
9509,Built-up  Area,645.0,1.0,1.0,41.0,1.0
9510,Super built-up  Area,1046.0,2.0,1.0,60.0,2.0
9515,Super built-up  Area,975.0,2.0,1.0,50.0,2.0
9516,Built-up  Area,1050.0,2.0,1.0,51.0,2.0
9518,Super built-up  Area,1903.0,3.0,2.0,165.0,3.0
9520,Super built-up  Area,1200.0,2.0,2.0,38.0,2.0
9524,Plot  Area,1453.0,4.0,1.0,160.0,4.0
9525,Super built-up  Area,1092.0,2.0,2.0,43.0,2.0
9526,Super built-up  Area,1400.0,2.0,0.0,75.0,2.0
9527,Super built-up  Area,1416.0,2.0,1.0,85.0,3.0
9528,Built-up  Area,1602.0,2.0,1.0,75.0,3.0
9529,Super built-up  Area,1100.0,2.0,1.0,41.0,2.0
9533,Super built-up  Area,1384.0,2.0,2.0,76.18,3.0
9537,Super built-up  Area,900.0,2.0,2.0,27.98,2.0
9538,Plot  Area,1415.0,2.0,1.0,74.0,3.0
9539,Super built-up  Area,1400.0,2.0,1.0,44.8,2.0
9542,Built-up  Area,1030.0,2.0,2.0,75.0,2.0
9543,Built-up  Area,883.0,2.0,1.0,39.0,2.0
9545,Super built-up  Area,1800.0,4.0,2.0,55.0,4.0
9548,Plot  Area,2000.0,3.0,0.0,90.0,4.0
9549,Super built-up  Area,1100.0,3.0,1.0,58.0,3.0
9550,Super built-up  Area,1780.0,3.0,1.0,100.0,3.0
9552,Built-up  Area,1050.0,2.0,2.0,60.0,2.0
9553,Super built-up  Area,1370.0,3.0,3.0,38.36,3.0
9555,Super built-up  Area,2500.0,4.0,2.0,112.0,3.0
9556,Built-up  Area,1050.0,2.0,1.0,49.5,2.0
9557,Super built-up  Area,1843.0,3.0,1.0,87.54,3.0
9559,Super built-up  Area,1186.0,2.0,1.0,76.0,2.0
9560,Super built-up  Area,560.0,1.0,1.0,45.0,1.0
9563,Super built-up  Area,1823.0,3.0,2.0,103.0,3.0
9564,Built-up  Area,1310.0,3.0,3.0,90.0,3.0
9565,Super built-up  Area,1520.0,2.0,2.0,60.0,3.0
9566,Super built-up  Area,1610.0,3.0,1.0,74.03,3.0
9567,Plot  Area,1500.0,3.0,1.0,78.57,3.0
9569,Super built-up  Area,1625.0,3.0,2.0,120.0,3.0
9571,Built-up  Area,900.0,2.0,1.0,24.0,2.0
9572,Built-up  Area,1100.0,2.0,0.0,32.0,2.0
9575,Super built-up  Area,994.0,2.0,0.0,54.67,1.0
9576,Super built-up  Area,1455.0,3.0,3.0,75.0,3.0
9578,Built-up  Area,1172.0,2.0,1.0,75.0,2.0
9579,Super built-up  Area,1935.0,3.0,2.0,102.0,3.0
9580,Super built-up  Area,1856.0,3.0,3.0,106.0,3.0
9582,Super built-up  Area,900.0,2.0,2.0,35.0,2.0
9583,Built-up  Area,1757.0,3.0,3.0,98.0,3.0
9585,Super built-up  Area,1626.0,3.0,3.0,85.0,3.0
9587,Super built-up  Area,1559.0,3.0,1.0,81.55,3.0
9588,Super built-up  Area,1190.0,2.0,2.0,50.0,2.0
9590,Super built-up  Area,1174.0,2.0,1.0,74.0,2.0
9591,Built-up  Area,1140.0,2.0,1.0,65.0,2.0
9592,Built-up  Area,1603.0,2.0,0.0,125.0,3.0
9593,Super built-up  Area,1278.0,3.0,2.0,70.0,3.0
9595,Super built-up  Area,1085.0,2.0,1.0,50.0,2.0
9596,Super built-up  Area,1195.0,2.0,1.0,61.36,2.0
9597,Plot  Area,450.0,1.0,0.0,30.0,1.0
9599,Super built-up  Area,550.0,1.0,1.0,11.5,1.0
9600,Super built-up  Area,1165.0,2.0,2.0,45.0,2.0
9602,Super built-up  Area,1452.0,3.0,3.0,60.0,3.0
9603,Super built-up  Area,702.0,1.0,1.0,52.0,1.0
9606,Super built-up  Area,1125.0,2.0,1.0,54.8,2.0
9607,Super built-up  Area,1160.0,2.0,1.0,40.53,2.0
9608,Built-up  Area,1050.0,2.0,1.0,50.0,2.0
9609,Super built-up  Area,1960.0,3.0,1.0,138.0,3.0
9610,Built-up  Area,1200.0,3.0,2.0,52.0,2.0
9613,Super built-up  Area,975.0,2.0,1.0,32.0,2.0
9614,Super built-up  Area,1700.0,3.0,3.0,125.0,3.0
9616,Plot  Area,612.0,3.0,0.0,47.0,4.0
9617,Built-up  Area,1275.0,2.0,3.0,69.0,2.0
9618,Built-up  Area,650.0,1.0,0.0,40.0,1.0
9619,Super built-up  Area,1495.0,2.0,2.0,110.0,2.0
9622,Super built-up  Area,1679.0,3.0,2.0,94.86,3.0
9624,Super built-up  Area,1210.0,2.0,1.0,82.0,2.0
9625,Super built-up  Area,1300.0,2.0,1.0,51.0,3.0
9626,Super built-up  Area,1165.0,2.0,1.0,49.61,2.0
9627,Super built-up  Area,1623.0,3.0,3.0,155.0,3.0
9628,Super built-up  Area,1115.0,2.0,1.0,35.8,2.0
9629,Super built-up  Area,450.0,1.0,1.0,20.0,1.0
9630,Super built-up  Area,1170.0,2.0,1.0,62.0,2.0
9634,Super built-up  Area,1245.0,2.0,1.0,55.0,2.0
9635,Built-up  Area,1017.0,2.0,1.0,66.0,2.0
9637,Super built-up  Area,1242.0,2.0,1.0,75.0,2.0
9638,Super built-up  Area,1792.0,3.0,1.0,104.0,3.0
9639,Super built-up  Area,1275.0,3.0,2.0,55.0,3.0
9642,Super built-up  Area,605.0,1.0,1.0,22.0,1.0
9643,Plot  Area,1200.0,4.0,2.0,115.0,4.0
9644,Super built-up  Area,1450.0,3.0,2.0,79.0,3.0
9645,Plot  Area,1232.0,3.0,1.0,96.0,3.0
9647,Built-up  Area,900.0,1.0,1.0,52.3,1.0
9651,Super built-up  Area,1075.0,2.0,1.0,48.38,2.0
9653,Super built-up  Area,780.0,2.0,1.0,31.0,2.0
9656,Super built-up  Area,1910.0,3.0,2.0,150.0,3.0
9657,Built-up  Area,1280.0,2.0,1.0,120.0,2.0
9658,Super built-up  Area,1530.0,3.0,2.0,64.0,3.0
9660,Super built-up  Area,1088.0,2.0,2.0,43.5,2.0
9662,Super built-up  Area,1587.0,3.0,1.0,73.8,3.0
9663,Built-up  Area,1045.0,2.0,2.0,55.0,2.0
9664,Super built-up  Area,1304.0,2.0,1.0,69.97,2.0
9666,Super built-up  Area,1482.0,2.0,1.0,68.9,3.0
9667,Built-up  Area,2125.0,3.0,1.0,107.0,3.0
9669,Super built-up  Area,1194.0,2.0,2.0,45.0,2.0
9671,Super built-up  Area,1070.0,2.0,2.0,32.99,2.0
9672,Super built-up  Area,1100.0,2.0,1.0,46.5,2.0
9673,Built-up  Area,1270.0,2.0,2.0,65.0,3.0
9674,Super built-up  Area,1000.0,2.0,1.0,31.0,2.0
9675,Super built-up  Area,1246.0,2.0,1.0,69.0,2.0
9676,Super built-up  Area,1529.0,3.0,3.0,51.77,3.0
9677,Super built-up  Area,1185.0,2.0,2.0,42.0,2.0
9678,Super built-up  Area,1060.0,2.0,1.0,46.0,2.0
9679,Super built-up  Area,1319.0,3.0,1.0,37.75,3.0
9680,Super built-up  Area,991.0,2.0,0.0,64.0,2.0
9681,Super built-up  Area,662.0,1.0,0.0,38.0,1.0
9682,Built-up  Area,1200.0,2.0,1.0,110.0,2.0
9683,Plot  Area,1400.0,2.0,1.0,78.0,3.0
9684,Super built-up  Area,1575.0,3.0,2.0,80.0,3.0
9685,Plot  Area,600.0,2.0,0.0,65.0,2.0
9687,Super built-up  Area,1319.0,3.0,1.0,42.0,3.0
9690,Super built-up  Area,940.0,2.0,1.0,48.0,2.0
9693,Plot  Area,500.0,1.0,0.0,55.0,2.0
9694,Super built-up  Area,1349.0,2.0,2.0,56.7,2.0
9696,Super built-up  Area,1844.0,3.0,3.0,95.0,3.0
9701,Plot  Area,900.0,3.0,1.0,79.0,3.0
9704,Super built-up  Area,1372.0,2.0,2.0,48.02,3.0
9705,Built-up  Area,1455.0,2.0,1.0,45.0,3.0
9708,Super built-up  Area,1475.0,3.0,1.0,80.0,3.0
9709,Super built-up  Area,1788.0,3.0,1.0,164.0,3.0
9713,Super built-up  Area,1315.0,2.0,2.0,60.0,3.0
9715,Super built-up  Area,1721.0,3.0,2.0,93.0,3.0
9716,Super built-up  Area,1059.0,2.0,1.0,62.0,2.0
9717,Built-up  Area,1184.0,2.0,1.0,55.0,2.0
9720,Built-up  Area,1480.0,3.0,2.0,75.0,3.0
9721,Super built-up  Area,635.0,1.0,1.0,28.0,2.0
9723,Built-up  Area,1500.0,2.0,0.0,87.0,4.0
9724,Super built-up  Area,1143.0,2.0,1.0,34.2,2.0
9728,Super built-up  Area,1485.0,2.0,2.0,59.4,3.0
9730,Super built-up  Area,1655.0,2.0,1.0,70.5,3.0
9731,Super built-up  Area,900.0,2.0,2.0,41.0,2.0
9733,Built-up  Area,1163.0,2.0,2.0,68.0,2.0
9736,Super built-up  Area,801.0,1.0,0.0,33.645,1.0
9738,Super built-up  Area,1685.0,3.0,3.0,101.0,3.0
9739,Built-up  Area,1540.0,3.0,3.0,80.0,3.0
9740,Super built-up  Area,1265.0,2.0,1.0,72.0,2.0
9741,Super built-up  Area,1200.0,2.0,3.0,38.4,3.0
9742,Built-up  Area,1300.0,2.0,1.0,80.0,3.0
9743,Super built-up  Area,1009.0,2.0,1.0,65.0,2.0
9744,Super built-up  Area,1540.0,3.0,2.0,65.0,3.0
9745,Built-up  Area,1735.0,3.0,3.0,105.0,3.0
9747,Super built-up  Area,497.0,1.0,1.0,20.0,2.0
9749,Built-up  Area,1142.0,2.0,0.0,35.0,2.0
9750,Super built-up  Area,1215.0,2.0,2.0,46.8,3.0
9752,Super built-up  Area,1125.0,2.0,1.0,32.49,2.0
9754,Super built-up  Area,1575.0,2.0,3.0,85.0,2.0
9755,Super built-up  Area,1360.0,2.0,1.0,77.61,2.0
9756,Super built-up  Area,1710.0,3.0,2.0,85.0,3.0
9757,Super built-up  Area,1200.0,2.0,1.0,34.65,2.0
9758,Super built-up  Area,2185.0,3.0,3.0,120.0,4.0
9759,Built-up  Area,2400.0,4.0,3.0,135.0,4.0
9760,Super built-up  Area,1195.0,2.0,1.0,35.84,2.0
9762,Super built-up  Area,1012.0,2.0,1.0,45.0,2.0
9763,Super built-up  Area,998.0,2.0,2.0,65.0,2.0
9765,Super built-up  Area,1130.0,2.0,2.0,85.0,2.0
9768,Super built-up  Area,1354.0,2.0,1.0,98.0,3.0
9770,Super built-up  Area,1389.0,2.0,2.0,94.0,2.0
9773,Super built-up  Area,1172.0,2.0,2.0,75.0,2.0
9775,Super built-up  Area,1495.0,3.0,2.0,60.0,3.0
9776,Super built-up  Area,1738.0,2.0,1.0,57.35,2.0
9777,Super built-up  Area,1315.0,2.0,2.0,50.0,2.0
9778,Super built-up  Area,1270.0,2.0,3.0,73.0,2.0
9779,Super built-up  Area,1160.0,2.0,1.0,52.2,2.0
9780,Super built-up  Area,1450.0,2.0,1.0,67.0,3.0
9781,Built-up  Area,470.0,1.0,1.0,21.0,1.0
9782,Built-up  Area,1040.0,2.0,2.0,78.0,2.0
9783,Super built-up  Area,1205.0,2.0,2.0,29.0,2.0
9784,Super built-up  Area,1215.0,2.0,3.0,50.0,3.0
9786,Super built-up  Area,1224.0,2.0,2.0,48.95,3.0
9787,Built-up  Area,664.0,1.0,1.0,34.0,1.0
9788,Super built-up  Area,1160.0,2.0,2.0,42.0,3.0
9789,Plot  Area,1200.0,2.0,0.0,105.0,2.0
9790,Built-up  Area,1220.0,2.0,1.0,35.2,3.0
9791,Super built-up  Area,1328.0,2.0,2.0,69.0,2.0
9792,Super built-up  Area,975.0,2.0,2.0,45.0,2.0
9794,Built-up  Area,900.0,2.0,1.0,72.0,2.0
9795,Super built-up  Area,1330.0,2.0,2.0,80.0,2.0
9797,Built-up  Area,1222.0,3.0,2.0,95.0,3.0
9799,Super built-up  Area,2100.0,3.0,1.0,135.0,3.0
9802,Plot  Area,1320.0,2.0,1.0,95.0,3.0
9807,Plot  Area,2000.0,4.0,1.0,130.0,4.0
9808,Super built-up  Area,1244.0,2.0,1.0,55.0,2.0
9810,Super built-up  Area,1400.0,3.0,2.0,45.0,3.0
9818,Super built-up  Area,1683.0,3.0,3.0,80.0,3.0
9819,Built-up  Area,1250.0,2.0,2.0,54.0,2.0
9820,Super built-up  Area,1305.0,2.0,1.0,110.0,3.0
9822,Super built-up  Area,1150.0,2.0,1.0,57.5,3.0
9823,Built-up  Area,1654.0,3.0,3.0,70.0,3.0
9826,Super built-up  Area,1069.0,2.0,2.0,55.0,2.0
9827,Super built-up  Area,750.0,1.0,1.0,18.5,2.0
9832,Super built-up  Area,1680.0,3.0,3.0,130.0,3.0
9835,Plot  Area,2200.0,2.0,0.0,150.0,4.0
9836,Super built-up  Area,1595.0,3.0,1.0,105.0,3.0
9838,Plot  Area,1092.0,3.0,1.0,95.0,3.0
9841,Super built-up  Area,1683.0,3.0,2.0,115.0,3.0
9842,Super built-up  Area,545.0,2.0,1.0,22.34,2.0
9843,Super built-up  Area,1340.0,2.0,2.0,73.0,2.0
9844,Built-up  Area,1100.0,3.0,2.0,53.0,3.0
9846,Super built-up  Area,1185.0,2.0,2.0,56.0,2.0
9848,Super built-up  Area,1730.0,3.0,1.0,95.0,3.0
9849,Super built-up  Area,1450.0,3.0,1.0,88.6,3.0
9850,Super built-up  Area,1862.0,4.0,1.0,110.0,3.0
9853,Super built-up  Area,863.0,1.0,0.0,40.55,1.0
9855,Super built-up  Area,1075.0,2.0,2.0,50.0,2.0
9856,Super built-up  Area,1060.0,2.0,1.0,34.0,2.0
9857,Super built-up  Area,850.0,2.0,2.0,32.0,2.0
9858,Super built-up  Area,935.0,2.0,1.0,45.9,2.0
9863,Built-up  Area,1500.0,4.0,1.0,105.0,4.0
